Time,AvgPredGen,AvgPredNodes,AvgPredConnections,AvgPreyGen,AvgPreyNodes,AvgPreyConnections,predatorPop,predatorSpecies,preyPopulation,preySpecies
0,0,27,1,0,27,0,180,180,800,800
0.05,0,27,1,0,27,0,180,180,718,718
0.1,0,27,1,0,27,0,180,180,656,656
0.15,0,27,1,0,27,0,180,180,753,724
0.2,0,27,1,0,27,0,180,179,696,667
0.25,0,27,1,1,27,0,80,72,778,727
0.3,0,27,1,0,27,0,84,55,671,635
0.35,1,27,1,1,27,0,99,49,798,721
0.4,1,27,2,1,27,0,125,41,631,586
0.45,1,27,2,1,27,0,148,42,577,528
0.5,2,27,2,1,27,0,180,39,571,509
0.55,2,27,2,2,27,0,178,38,398,363
0.6,2,27,2,2,27,0,179,42,465,420
0.65,2,27,2,2,27,0,178,43,280,257
0.7,2,27,2,2,27,0,180,42,279,247
0.75,3,27,2,2,27,0,170,41,169,158
0.8,3,27,2,3,27,0,160,43,160,144
0.85,3,27,2,3,27,0,129,37,160,145
0.9,3,27,2,3,27,0,92,30,144,129
0.95,3,27,2,4,27,0,68,25,182,160
1,4,27,2,3,27,1,61,15,105,91
1.05,4,27,2,4,27,1,61,14,128,101
1.1,4,27,3,4,27,1,52,11,104,90
1.15,5,27,3,4,27,1,52,9,104,90
1.2,5,27,3,3,27,0,47,7,83,73
1.25,5,27,3,4,27,1,39,7,97,86
1.3,5,27,3,4,27,0,33,9,101,92
1.35,5,28,3,4,27,1,28,10,97,83
1.4,5,28,4,4,27,0,25,9,146,126
1.45,5,28,4,4,27,0,22,7,134,121
1.5,6,28,4,5,27,1,27,7,165,144
1.55,6,28,4,5,27,1,29,6,129,109
1.6,6,28,4,6,27,1,36,5,139,98
1.65,7,28,5,6,27,1,35,5,144,102
1.7,7,28,5,7,28,2,38,4,154,85
1.75,7,28,5,7,28,2,40,4,141,66
1.8,7,28,5,8,28,3,35,4,190,91
1.85,7,28,5,8,28,3,31,4,217,79
1.9,8,28,5,8,28,3,36,4,162,67
1.95,8,28,5,8,28,2,45,5,196,57
2,9,28,5,8,27,2,50,5,153,48
2.05,9,28,5,8,28,2,55,5,221,55
2.1,9,28,5,8,28,2,58,5,195,31
2.15,10,28,5,9,28,2,65,5,237,20
2.2,10,28,5,9,28,2,60,5,275,23
2.25,10,28,5,9,28,3,60,5,280,22
2.3,10,28,6,9,28,3,70,6,392,34
2.35,10,29,6,9,28,3,82,7,355,29
2.4,10,29,6,10,28,3,91,8,527,48
2.45,10,29,6,10,28,3,111,10,440,43
2.5,11,29,6,10,28,3,130,12,584,44
2.55,11,29,6,10,28,3,154,15,501,33
2.6,11,29,6,11,28,3,180,18,543,46
2.65,11,29,6,11,28,3,180,21,539,44
2.7,11,29,6,11,28,3,180,21,486,39
2.75,11,29,6,11,28,3,180,22,591,37
2.8,11,29,6,11,28,3,179,23,436,31
2.85,11,29,6,12,28,3,179,24,544,32
2.9,11,29,6,12,28,3,179,27,382,27
2.95,12,28,6,12,28,3,177,26,416,30
3,12,28,6,12,28,3,180,28,326,28
3.05,12,28,6,13,28,3,179,27,300,26
3.1,12,28,6,13,28,3,179,24,250,22
3.15,12,28,6,13,28,4,169,24,211,19
3.2,12,29,6,13,28,4,158,28,218,16
3.25,13,29,6,13,28,4,134,26,171,17
3.3,13,29,6,13,28,4,126,21,192,22
3.35,13,29,6,13,28,4,118,21,150,21
3.4,13,29,6,13,28,4,105,19,160,19
3.45,14,29,6,13,28,4,93,19,150,18
3.5,14,29,6,14,28,4,88,20,149,15
3.55,14,29,6,14,29,5,79,20,131,17
3.6,14,29,6,15,29,4,73,18,119,14
3.65,14,29,6,14,29,5,61,15,140,14
3.7,15,29,7,15,29,4,58,16,134,12
3.75,15,29,7,15,29,5,49,14,199,14
3.8,15,29,6,15,29,5,41,13,200,14
3.85,15,29,6,16,29,5,34,10,284,18
3.9,15,29,6,15,29,5,38,9,309,17
3.95,15,29,6,16,29,5,39,9,407,28
4,16,29,7,16,29,5,54,11,470,29
4.05,16,29,7,16,29,5,70,11,491,30
4.1,16,29,7,16,29,5,96,12,598,42
4.15,16,29,7,17,29,5,120,13,533,38
4.2,17,29,7,17,29,5,171,19,555,42
4.25,17,29,7,17,29,4,180,25,409,35
4.3,17,29,7,18,29,5,180,26,411,42
4.35,17,29,7,17,29,4,179,26,320,38
4.4,17,29,7,18,29,5,180,27,280,35
4.45,17,29,7,18,29,4,176,30,215,30
4.5,18,29,7,18,29,5,173,32,137,24
4.55,18,29,7,18,29,5,159,33,109,21
4.6,18,29,7,18,29,5,127,27,83,16
4.65,18,29,7,18,29,6,95,22,79,18
4.7,18,29,8,18,29,6,57,17,63,20
4.75,19,29,8,19,29,6,40,15,72,20
4.8,20,30,9,19,29,6,32,16,71,19
4.85,20,30,10,20,30,6,29,14,71,18
4.9,20,30,10,20,29,6,29,12,80,19
4.95,20,30,10,21,30,7,25,12,90,22
5,20,30,10,21,30,7,22,12,99,22
5.05,20,30,11,21,30,7,22,10,103,21
5.1,21,30,11,21,30,7,25,10,133,23
5.15,21,30,11,22,30,7,24,8,144,23
5.2,21,30,11,23,30,7,27,9,187,25
5.25,21,30,11,23,30,7,22,8,221,28
5.3,21,30,10,23,30,7,25,7,290,31
5.35,21,30,10,23,30,7,23,8,353,30
5.4,21,30,10,24,30,8,26,8,431,32
5.45,21,30,11,24,30,7,35,9,573,36
5.5,22,30,11,24,30,8,49,10,624,35
5.55,22,30,11,24,30,7,70,12,799,44
5.6,23,31,11,25,30,8,113,13,749,46
5.65,23,31,12,25,30,8,176,15,720,55
5.7,23,31,12,25,30,8,180,15,523,49
5.75,23,31,12,25,30,8,180,16,416,40
5.8,24,31,12,25,30,8,180,16,343,37
5.85,24,31,12,25,30,8,180,16,252,32
5.9,24,31,12,25,30,8,179,18,188,28
5.95,24,31,12,25,30,8,163,16,134,22
6,25,31,13,25,30,8,130,15,89,16
6.05,24,31,12,25,30,8,101,13,67,16
6.1,24,31,12,25,30,8,67,13,64,16
6.15,24,31,12,25,30,8,51,13,59,13
6.2,23,30,12,25,30,8,28,11,50,13
6.25,24,31,12,26,30,8,26,9,64,12
6.3,25,31,13,27,30,8,19,9,61,12
6.35,26,32,14,28,30,8,16,8,85,13
6.4,25,32,14,28,30,8,13,8,85,13
6.45,25,32,13,28,30,8,8,5,126,15
6.5,23,30,10,29,31,9,8,4,146,15
6.55,22,29,8,29,30,8,10,3,185,17
6.6,22,29,8,30,31,9,10,2,247,18
6.65,22,29,7,30,31,9,11,2,269,18
6.7,22,29,8,31,31,9,16,2,415,24
6.75,22,29,8,31,31,9,20,2,437,24
6.8,23,29,8,31,31,9,30,2,673,36
6.85,23,29,8,31,31,10,45,2,675,37
6.9,23,29,8,31,31,9,65,3,800,41
6.95,24,29,8,32,31,10,97,6,733,44
7,24,29,8,31,31,9,146,7,693,53
7.05,25,29,8,32,31,10,180,10,515,45
7.1,25,29,8,32,31,9,180,11,358,49
7.15,25,29,8,32,31,9,180,11,298,42
7.2,25,29,8,32,31,9,177,15,182,32
7.25,25,29,8,32,31,9,175,12,133,29
7.3,25,29,8,31,30,9,163,15,75,17
7.35,25,29,8,29,30,8,126,13,65,17
7.4,25,29,8,28,30,8,78,12,49,11
7.45,25,29,8,29,30,8,50,8,53,10
7.5,26,29,8,29,30,8,20,4,55,12
7.55,27,29,8,31,30,8,15,3,68,10
7.6,27,29,8,31,30,8,12,3,80,11
7.65,27,29,8,32,30,8,9,3,100,12
7.7,27,29,8,32,30,8,8,3,127,14
7.75,27,29,8,33,30,9,7,2,160,17
7.8,28,29,8,33,31,9,6,2,222,19
7.85,28,29,9,34,31,9,5,2,281,24
7.9,28,30,9,35,31,9,5,2,381,30
7.95,29,30,9,35,31,9,9,3,473,34
8,30,30,10,35,31,9,18,3,617,40
8.05,30,30,10,35,31,9,29,6,738,49
8.1,31,30,10,35,31,9,55,10,799,58
8.15,31,30,10,35,31,9,81,10,799,58
8.2,32,30,10,36,31,9,121,15,793,60
8.25,32,30,11,36,31,9,180,27,752,52
8.3,32,30,11,37,31,9,180,27,608,51
8.35,32,30,11,37,31,9,180,27,492,50
8.4,32,30,11,37,31,9,179,28,406,41
8.45,33,31,11,37,31,9,177,32,308,36
8.5,33,31,11,37,31,9,180,34,244,35
8.55,33,31,11,37,31,9,173,35,163,29
8.6,33,31,11,36,30,9,163,39,112,24
8.65,33,31,11,34,30,8,152,36,68,19
8.7,33,31,11,33,30,8,99,30,58,19
8.75,33,31,11,32,30,8,53,21,57,19
8.8,33,31,11,33,30,8,31,17,55,17
8.85,33,31,11,33,30,8,20,12,60,19
8.9,33,31,11,33,31,9,14,10,63,19
8.95,33,31,11,34,31,9,13,8,78,20
9,33,30,11,34,31,9,13,6,85,22
9.05,33,30,11,35,31,10,13,5,114,21
9.1,33,30,11,36,31,10,14,5,135,22
9.15,34,30,11,37,31,10,12,4,182,25
9.2,33,30,11,37,31,10,14,4,205,28
9.25,34,30,11,38,31,11,14,4,274,31
9.3,34,30,11,38,31,10,18,4,326,32
9.35,34,30,11,38,31,10,26,5,395,34
9.4,34,30,11,39,31,10,36,5,494,37
9.45,35,30,11,39,31,10,48,6,566,45
9.5,35,30,12,39,31,10,69,8,678,53
9.55,35,30,12,39,31,10,107,9,685,66
9.6,36,30,12,40,31,10,156,16,630,74
9.65,36,30,12,40,31,10,180,21,510,75
9.7,36,30,12,41,31,10,180,22,401,66
9.75,36,30,12,41,31,10,179,22,327,56
9.8,36,31,12,41,31,10,180,23,269,49
9.85,36,31,12,42,31,10,177,24,220,44
9.9,36,31,12,41,31,10,176,26,160,35
9.95,37,31,12,41,31,11,161,27,116,30
10,37,31,12,39,31,10,135,26,86,30
10.05,37,31,12,38,31,10,97,21,74,26
10.1,37,31,12,38,31,10,62,14,82,26
10.15,37,31,12,38,31,10,37,11,81,26
10.2,37,31,12,39,31,10,31,9,107,27
10.25,37,31,12,39,31,10,28,9,116,27
10.3,37,31,12,41,31,10,22,5,149,30
10.35,36,31,12,41,31,10,23,6,174,30
10.4,37,31,12,41,31,10,24,8,208,34
10.45,37,31,12,42,31,11,26,8,260,38
10.5,37,31,12,42,31,11,30,8,299,42
10.55,37,31,12,43,31,11,39,9,377,41
10.6,38,31,12,43,31,11,47,10,421,43
10.65,38,31,12,44,31,11,65,10,509,51
10.7,38,31,12,43,31,11,83,12,531,55
10.75,39,31,12,44,31,11,122,14,573,65
10.8,39,31,12,44,31,10,158,14,501,58
10.85,39,31,12,44,31,11,180,17,433,62
10.9,39,31,12,44,31,11,180,17,370,52
10.95,39,31,12,44,31,11,176,18,295,48
11,39,31,12,44,31,11,179,18,267,47
11.05,39,31,12,43,31,11,175,20,162,37
11.1,40,31,12,44,32,12,165,20,155,38
11.15,40,31,12,43,31,11,138,15,127,34
11.2,40,31,12,45,31,11,106,9,130,34
11.25,40,31,12,44,31,11,80,8,121,34
11.3,40,31,12,44,31,12,69,8,122,34
11.35,40,31,12,45,31,11,56,8,130,33
11.4,40,31,12,45,31,11,52,7,137,34
11.45,40,31,12,46,31,11,52,6,150,34
11.5,40,31,12,45,31,11,49,7,148,37
11.55,41,31,12,47,31,12,45,6,194,36
11.6,41,31,12,47,31,11,47,6,180,38
11.65,41,31,12,48,31,12,44,6,234,40
11.7,42,31,12,48,31,12,43,6,229,38
11.75,42,31,12,48,31,12,47,6,284,42
11.8,42,31,12,49,31,12,50,7,325,44
11.85,42,31,12,49,31,12,64,9,364,45
11.9,42,32,12,50,31,12,80,10,400,48
11.95,43,32,13,49,31,12,99,12,386,48
12,43,32,13,50,31,12,121,16,415,56
12.05,43,32,13,50,31,12,153,20,312,53
12.1,43,32,13,50,31,12,177,21,304,51
12.15,44,32,13,50,32,12,175,23,237,47
12.2,44,32,13,49,32,13,176,22,202,46
12.25,44,32,13,49,32,12,163,23,178,43
12.3,44,32,13,48,32,13,144,25,135,38
12.35,45,32,13,48,32,13,115,22,146,37
12.4,45,32,13,48,32,13,90,19,121,36
12.45,45,32,13,49,32,14,74,15,142,38
12.5,45,32,13,48,32,13,58,12,135,37
12.55,45,32,13,50,32,14,46,11,158,42
12.6,46,32,13,50,32,14,37,9,176,41
12.65,46,32,13,50,32,14,35,9,203,42
12.7,46,32,13,51,32,14,46,10,231,44
12.75,46,32,13,51,32,14,50,10,235,45
12.8,46,32,13,52,32,14,58,10,286,51
12.85,47,32,13,52,32,13,65,10,272,52
12.9,47,32,13,53,32,14,71,11,321,56
12.95,47,32,13,53,32,14,82,12,306,58
13,47,32,13,53,32,14,86,12,329,57
13.05,48,32,13,53,32,14,101,13,338,62
13.1,48,32,14,53,32,14,117,14,323,59
13.15,48,32,13,54,32,15,130,19,320,58
13.2,48,32,13,54,32,15,145,24,257,51
13.25,48,32,14,54,32,14,158,26,243,51
13.3,48,32,14,53,32,14,161,27,180,44
13.35,48,32,14,52,32,15,151,24,146,41
13.4,48,32,14,52,32,14,128,20,118,31
13.45,48,32,14,52,32,14,104,22,107,32
13.5,48,32,14,51,32,13,80,18,88,32
13.55,48,32,14,50,32,13,58,14,90,31
13.6,49,32,13,50,32,13,41,13,86,30
13.65,49,32,14,50,32,13,34,12,85,28
13.7,49,32,14,51,32,14,28,11,94,29
13.75,49,32,14,51,32,13,25,9,99,29
13.8,49,32,14,54,32,14,16,5,144,33
13.85,48,33,15,54,32,14,9,3,161,33
13.9,48,32,15,56,32,15,5,3,233,35
13.95,48,32,14,56,32,15,6,4,285,35
14,47,32,14,57,32,15,7,4,367,38
14.05,47,32,14,58,32,15,7,4,523,43
14.1,47,32,14,58,32,15,8,4,632,49
14.15,47,32,14,59,33,16,12,3,799,61
14.2,47,32,14,59,33,16,23,4,800,62
14.25,48,32,14,59,32,15,38,5,799,60
14.3,48,32,14,59,32,15,61,9,787,65
14.35,49,33,14,59,32,15,104,11,800,66
14.4,49,33,14,59,32,15,163,12,696,70
14.45,49,33,15,59,32,15,180,13,600,65
14.5,49,33,15,59,32,15,180,13,521,63
14.55,49,33,15,59,32,14,180,13,404,52
14.6,49,33,15,59,32,14,180,13,316,48
14.65,49,33,15,58,32,14,179,13,238,41
14.7,49,33,15,57,32,14,179,13,185,40
14.75,50,33,15,56,32,13,174,11,141,30
14.8,50,33,15,54,32,13,160,11,100,29
14.85,50,33,15,53,32,12,127,11,84,25
14.9,50,33,15,53,32,13,83,7,81,27
14.95,50,33,15,53,31,13,53,5,79,28
15,51,32,15,53,31,12,42,5,85,26
15.05,50,32,14,54,32,13,30,4,86,25
15.1,51,32,15,55,31,13,24,3,98,25
15.15,51,32,15,55,32,13,23,3,102,27
15.2,51,32,15,56,32,13,25,3,115,28
15.25,51,32,15,57,32,13,25,3,131,30
15.3,51,32,15,58,32,13,22,3,155,31
15.35,52,32,15,60,32,13,22,3,201,33
15.4,52,32,14,60,32,14,28,3,226,33
15.45,52,32,14,61,32,14,29,3,296,38
15.5,52,32,15,62,32,14,30,3,359,40
15.55,52,32,15,62,32,14,37,3,421,43
15.6,52,32,15,63,32,15,44,3,519,48
15.65,52,32,15,63,32,14,55,3,601,54
15.7,53,33,15,64,32,14,85,3,686,57
15.75,53,33,15,63,32,14,122,3,662,61
15.8,54,33,16,64,32,13,174,3,656,63
15.85,54,33,16,64,32,13,179,3,604,68
15.9,54,33,16,63,32,13,180,3,522,62
15.95,54,33,16,64,32,14,179,4,499,64
16,54,33,16,63,32,13,180,4,414,57
16.05,54,33,16,63,32,13,180,5,368,54
16.1,53,33,16,63,32,13,180,6,309,56
16.15,53,33,16,63,32,14,172,7,246,48
16.2,54,33,16,62,32,14,179,9,210,44
16.25,53,33,16,61,32,13,170,8,160,44
16.3,53,33,16,62,32,14,147,9,145,39
16.35,53,33,16,61,32,13,125,9,128,35
16.4,54,33,16,61,32,14,95,9,127,34
16.45,54,33,17,61,32,14,76,7,117,33
16.5,54,33,17,62,32,15,61,5,129,35
16.55,54,33,17,62,32,14,51,5,148,34
16.6,54,33,17,63,32,15,37,5,166,33
16.65,54,33,17,65,32,15,30,5,223,36
16.7,55,33,17,65,32,15,32,5,226,37
16.75,54,33,17,67,32,16,30,5,333,44
16.8,55,33,17,67,32,16,32,5,375,47
16.85,55,33,17,68,33,16,29,5,496,51
16.9,55,33,17,68,33,16,34,6,590,52
16.95,56,33,17,69,33,17,46,6,738,63
17,56,33,17,69,33,16,70,9,795,62
17.05,56,33,17,69,33,16,108,11,787,69
17.1,56,33,17,69,32,15,164,12,780,63
17.15,57,33,17,69,32,15,180,12,679,60
17.2,57,33,17,69,32,15,180,12,683,65
17.25,57,33,17,69,32,15,180,12,604,63
17.3,57,33,17,70,32,15,180,13,573,64
17.35,57,33,18,69,32,15,180,14,501,52
17.4,57,33,18,70,32,15,180,17,422,46
17.45,57,33,18,69,32,15,180,17,368,45
17.5,57,33,18,69,32,15,178,19,293,44
17.55,57,33,18,69,32,15,178,22,241,40
17.6,57,33,18,67,32,15,175,22,165,35
17.65,57,33,18,67,32,15,162,25,159,33
17.7,57,33,18,66,32,15,131,20,145,31
17.75,57,33,18,65,32,15,102,17,126,31
17.8,57,33,18,65,32,15,82,18,118,32
17.85,57,33,18,65,32,15,71,17,115,33
17.9,57,33,18,65,32,15,54,16,127,33
17.95,57,34,19,67,33,16,47,16,145,35
18,57,34,19,68,33,16,37,13,161,40
18.05,57,34,19,68,33,16,34,11,161,39
18.1,57,34,19,69,33,16,40,11,175,41
18.15,58,34,19,69,33,17,45,10,171,43
18.2,57,34,19,70,33,17,46,9,209,42
18.25,58,34,19,71,33,17,48,7,216,44
18.3,58,34,19,72,33,17,49,7,263,47
18.35,58,34,19,73,33,18,49,7,289,52
18.4,58,34,19,73,33,18,52,7,323,53
18.45,58,34,20,74,33,17,62,10,355,57
18.5,58,34,20,74,33,18,76,11,360,61
18.55,59,34,20,74,33,17,90,10,393,61
18.6,59,34,20,74,33,17,112,10,377,62
18.65,59,34,20,74,33,17,134,11,354,65
18.7,60,34,20,74,33,17,162,11,283,60
18.75,60,34,20,73,33,18,170,11,232,60
18.8,60,34,20,72,33,18,166,11,199,51
18.85,60,34,20,72,33,17,151,10,167,46
18.9,60,34,20,71,33,17,142,11,144,46
18.95,60,34,20,70,33,17,117,13,124,44
19,60,34,20,69,33,16,102,14,109,37
19.05,59,34,20,68,33,16,77,12,97,33
19.1,59,34,20,68,32,16,62,10,98,34
19.15,59,34,20,67,32,16,50,9,90,34
19.2,60,34,21,69,33,16,34,6,103,35
19.25,60,34,20,70,33,16,26,5,112,35
19.3,61,34,20,71,33,17,24,6,121,37
19.35,60,34,20,73,33,17,21,6,141,37
19.4,60,34,20,74,33,18,20,6,160,37
19.45,60,34,20,76,33,18,20,6,209,42
19.5,60,34,20,77,33,18,21,5,221,45
19.55,61,34,20,79,33,19,26,5,293,48
19.6,61,34,20,79,34,19,28,5,329,53
19.65,60,34,20,81,34,20,32,5,447,59
19.7,61,34,20,81,34,20,39,5,496,66
19.75,62,34,20,82,34,20,51,5,588,74
19.8,62,34,20,82,34,20,69,5,688,91
19.85,63,34,20,82,34,20,110,5,691,98
19.9,64,34,20,83,34,20,164,5,665,96
19.95,64,34,20,82,34,20,180,5,517,90
20,64,34,20,82,34,20,180,5,417,75
20.05,64,34,21,80,34,19,179,5,290,71
20.1,64,34,21,80,34,19,180,5,248,61
20.15,64,34,21,78,33,18,177,6,174,54
20.2,65,34,21,76,33,18,160,5,141,48
20.25,65,34,21,75,33,18,131,5,122,41
20.3,64,34,21,74,33,18,92,5,110,35
20.35,64,34,21,74,33,18,68,5,111,34
20.4,64,34,21,72,33,17,49,5,98,34
20.45,65,34,21,75,33,18,42,5,117,34
20.5,66,34,21,75,33,18,34,5,122,34
20.55,66,34,21,79,33,19,25,5,157,35
20.6,66,34,21,79,33,19,23,5,170,35
20.65,66,34,20,81,34,19,23,4,204,36
20.7,67,34,20,82,34,19,26,5,243,38
20.75,67,34,20,83,34,19,29,5,260,39
20.8,68,34,20,85,34,20,33,5,352,43
20.85,69,34,20,85,34,20,40,4,350,45
20.9,68,34,20,86,34,20,52,4,466,51
20.95,68,34,20,86,34,20,66,5,457,52
21,68,34,20,87,34,20,86,5,570,62
21.05,69,34,21,87,34,20,115,6,513,63
21.1,70,34,21,87,34,20,160,8,462,64
21.15,71,34,21,86,34,20,179,9,410,58
21.2,71,34,21,85,34,19,180,10,291,57
21.25,71,34,21,85,34,19,179,10,263,50
21.3,72,34,21,82,33,19,175,13,182,47
21.35,72,34,21,81,33,18,177,16,156,44
21.4,72,34,21,77,33,17,165,17,116,37
21.45,72,34,21,75,33,17,133,19,97,36
21.5,72,34,21,74,33,17,86,17,95,33
21.55,71,34,21,74,33,17,59,12,95,30
21.6,72,34,21,76,33,17,39,10,107,31
21.65,72,34,21,76,33,17,29,5,106,32
21.7,73,34,21,81,33,18,23,4,144,33
21.75,72,34,21,81,33,18,20,5,146,33
21.8,72,34,21,84,33,18,17,5,203,33
21.85,72,34,20,85,33,19,16,5,221,38
21.9,71,33,20,87,33,19,14,4,290,43
21.95,72,33,20,88,34,19,18,5,364,48
22,73,33,20,89,34,20,23,6,429,51
22.05,73,33,20,90,34,20,35,7,569,60
22.1,74,33,20,91,34,20,48,8,596,69
22.15,74,33,20,92,34,20,71,9,794,100
22.2,75,33,20,91,34,20,108,11,686,99
22.25,76,33,20,92,34,20,160,19,729,94
22.3,76,33,20,91,34,20,180,20,507,81
22.35,76,33,20,90,34,20,180,20,412,71
22.4,76,33,20,89,34,20,180,20,326,65
22.45,76,33,20,88,34,20,180,19,245,59
22.5,76,33,20,85,34,19,176,17,181,50
22.55,77,33,21,81,33,19,161,16,123,45
22.6,77,33,21,80,33,18,134,17,110,38
22.65,77,34,21,76,33,17,96,15,93,38
22.7,78,33,21,75,33,17,63,10,87,37
22.75,78,33,21,76,33,17,36,10,87,36
22.8,77,34,21,75,33,17,27,8,85,35
22.85,76,34,21,80,33,18,17,6,110,36
22.9,78,33,20,81,33,18,10,3,117,36
22.95,80,34,21,86,34,19,6,3,167,38
23,82,33,20,87,34,20,4,2,182,39
23.05,83,33,20,91,34,20,3,1,267,43
23.1,83,33,20,92,34,21,5,1,310,46
23.15,83,33,20,93,34,21,6,1,407,50
23.2,83,33,20,95,34,21,7,1,545,59
23.25,84,33,20,95,34,21,11,1,627,65
23.3,84,33,20,96,34,21,16,1,800,73
23.35,84,33,21,96,34,21,30,1,799,69
23.4,85,33,21,96,34,21,48,2,800,70
23.45,85,33,21,97,34,21,73,2,798,66
23.5,85,33,21,97,34,21,107,3,797,75
23.55,86,33,21,97,34,21,158,4,726,78
23.6,86,33,21,97,34,21,180,5,610,69
23.65,86,33,21,97,34,21,180,5,601,68
23.7,86,33,21,96,34,21,180,5,478,69
23.75,86,33,21,96,34,22,180,4,456,61
23.8,86,33,21,95,34,21,177,5,354,55
23.85,86,33,21,95,34,21,180,6,314,53
23.9,86,33,21,94,34,21,179,7,276,46
23.95,86,33,21,93,34,21,174,8,233,48
24,86,33,21,93,34,21,160,6,236,47
24.05,86,33,21,92,34,21,149,6,207,44
24.1,86,33,21,93,34,21,139,9,209,40
24.15,87,33,21,91,34,21,118,10,179,40
24.2,87,33,21,93,34,21,100,11,208,40
24.25,87,33,22,91,34,21,92,12,179,39
24.3,87,34,22,92,34,21,84,13,187,42
24.35,87,34,22,92,34,21,80,12,185,40
24.4,87,33,22,92,34,21,81,11,181,39
24.45,87,33,22,93,34,22,75,10,196,38
24.5,87,34,22,92,34,21,68,9,179,36
24.55,87,34,22,94,34,22,67,9,211,38
24.6,88,34,22,93,34,22,66,8,194,38
24.65,88,34,22,96,34,22,67,9,248,40
24.7,88,34,22,96,34,22,66,9,239,41
24.75,88,34,23,98,34,23,66,11,289,48
24.8,88,34,22,98,34,23,71,12,296,48
24.85,89,34,23,99,34,23,76,12,326,50
24.9,89,34,23,100,34,23,84,11,367,53
24.95,89,34,23,100,34,23,96,13,348,56
25,89,34,23,101,35,24,100,13,422,55
25.05,89,34,23,101,35,24,114,13,369,54
25.1,89,34,23,101,35,24,141,20,373,54
25.15,90,34,23,99,34,23,165,27,278,49
25.2,90,34,23,98,34,23,179,30,249,47
25.25,90,34,23,96,34,23,166,27,204,44
25.3,90,34,23,95,34,22,145,27,179,45
25.35,90,34,23,94,34,22,127,23,170,44
25.4,90,34,23,92,34,22,117,21,141,44
25.45,91,34,23,93,34,22,97,16,146,43
25.5,91,34,23,92,34,22,76,14,134,40
25.55,91,34,23,92,34,22,63,12,130,41
25.6,91,34,23,92,34,22,52,11,129,41
25.65,91,34,23,93,34,22,44,10,133,41
25.7,91,34,23,95,35,23,33,10,154,41
25.75,91,34,23,97,35,23,32,11,169,42
25.8,91,34,23,99,35,24,29,11,194,41
25.85,91,34,23,102,35,25,32,9,242,46
25.9,91,34,23,103,35,25,34,10,261,50
25.95,91,34,23,104,35,25,39,11,316,53
26,92,34,23,106,36,26,43,10,341,58
26.05,92,34,23,107,36,26,52,11,414,72
26.1,92,34,23,108,36,26,66,12,452,73
26.15,92,34,23,108,36,26,78,12,520,79
26.2,92,34,24,109,36,27,106,16,527,90
26.25,93,34,24,109,36,27,135,19,507,85
26.3,93,34,24,109,36,26,172,21,458,80
26.35,93,34,24,107,36,26,180,22,359,81
26.4,93,34,24,106,36,26,179,22,317,70
26.45,93,34,24,104,36,25,180,22,236,68
26.5,93,34,24,101,35,25,171,21,193,55
26.55,94,34,24,98,35,24,165,20,151,48
26.6,94,35,24,95,34,23,146,19,128,43
26.65,94,35,24,92,34,23,108,14,109,40
26.7,94,35,24,93,35,23,68,13,111,40
26.75,94,35,24,93,35,23,40,11,113,39
26.8,95,35,25,96,35,24,28,9,128,43
26.85,94,35,25,97,35,24,24,9,136,42
26.9,94,35,24,100,35,25,23,8,156,45
26.95,94,35,24,103,35,25,25,8,187,46
27,94,35,25,106,36,26,23,8,225,50
27.05,95,35,25,108,36,27,26,8,281,52
27.1,95,35,25,110,36,27,27,8,322,54
27.15,96,35,26,111,36,27,34,9,386,57
27.2,98,35,26,112,36,28,45,9,432,69
27.25,98,36,27,113,36,28,57,9,507,77
27.3,99,36,27,113,36,28,78,10,517,79
27.35,100,36,27,114,36,28,107,14,534,89
27.4,101,36,28,113,36,28,145,14,485,90
27.45,101,36,28,112,36,28,180,17,395,83
27.5,101,36,28,111,36,27,180,18,310,71
27.55,101,36,28,107,36,26,180,16,217,67
27.6,101,36,28,103,35,25,170,15,165,59
27.65,101,36,27,100,35,24,144,18,133,50
27.7,101,36,28,94,35,23,116,19,104,45
27.75,101,36,28,92,34,23,83,19,98,43
27.8,102,36,28,91,34,22,54,12,94,43
27.85,102,36,28,94,35,23,33,9,104,43
27.9,102,36,27,100,35,25,14,5,127,43
27.95,104,36,27,103,35,26,8,3,150,44
28,99,35,24,108,36,27,3,2,194,48
28.05,96,34,22,110,36,27,2,1,226,48
28.1,96,34,22,113,36,28,4,1,297,53
28.15,96,34,22,115,36,29,4,1,368,59
28.2,96,34,22,117,36,29,4,1,511,71
28.25,96,34,22,119,37,30,4,1,668,75
28.3,96,34,22,120,37,30,7,1,800,80
28.35,96,34,22,120,37,30,8,1,800,81
28.4,97,34,22,120,37,30,11,1,800,81
28.45,97,34,22,120,37,30,12,1,800,81
28.5,97,34,22,120,37,30,15,1,800,81
28.55,97,34,22,120,37,30,22,1,799,83
28.6,98,34,23,120,37,30,31,1,799,88
28.65,98,34,23,120,37,30,47,1,800,90
28.7,98,34,22,120,37,30,64,1,800,95
28.75,99,34,23,120,37,30,100,2,800,98
28.8,99,34,23,120,37,30,133,6,784,93
28.85,99,34,23,120,37,30,180,9,679,97
28.9,99,34,23,120,37,30,180,9,585,90
28.95,99,34,23,119,37,30,178,9,493,92
29,99,34,23,119,37,30,180,11,420,88
29.05,100,34,23,118,37,30,180,10,389,88
