Time,AvgPredGen,AvgPredNodes,AvgPredConnections,AvgPreyGen,AvgPreyNodes,AvgPreyConnections,predatorPop,predatorSpecies,preyPopulation,preySpecies
80.1,276,51,81,258,51,83,33,6,228,98
80.15,276,51,81,266,52,86,29,5,246,103
80.2,276,51,80,282,53,92,25,4,295,106
80.25,276,51,80,289,54,95,23,4,323,107
80.3,276,51,80,302,56,100,24,4,392,113
80.35,276,51,81,308,56,102,31,5,433,114
80.4,276,52,82,316,57,105,36,6,505,119
80.45,276,52,82,322,58,108,46,7,573,128
80.5,277,52,82,325,58,109,70,10,615,134
80.55,277,52,83,324,58,109,102,13,608,144
80.6,277,52,83,322,58,108,136,14,573,142
80.65,278,52,83,318,57,106,171,21,523,140
80.7,278,52,83,306,56,102,180,22,409,135
80.75,278,52,83,294,55,97,179,23,343,127
80.8,278,52,83,270,52,88,180,27,253,114
80.85,278,52,83,249,50,80,172,33,205,106
80.9,278,52,83,233,49,74,148,35,181,101
80.95,278,52,83,223,48,70,120,32,168,96
81,278,52,83,227,48,71,84,26,173,95
81.05,279,52,83,228,48,72,46,20,174,94
81.1,279,52,83,235,49,74,33,14,183,96
81.15,279,52,83,241,49,77,24,11,192,96
81.2,280,52,84,251,50,81,19,10,208,98
81.25,280,52,84,258,51,84,17,9,222,101
81.3,280,53,85,269,52,88,16,7,245,100
81.35,281,52,85,274,53,90,18,6,260,102
81.4,282,52,85,287,54,94,18,5,299,105
81.45,282,52,84,303,56,101,22,6,374,107
81.5,283,52,84,312,57,104,18,5,431,115
81.55,283,52,84,325,58,109,19,4,570,126
81.6,283,52,84,331,59,111,23,4,650,128
81.65,283,52,83,337,59,114,38,5,771,133
81.7,284,52,83,338,60,115,64,5,795,147
81.75,285,52,84,336,59,114,122,6,738,147
81.8,285,52,84,328,59,111,180,10,593,136
81.85,285,52,84,316,57,106,180,10,458,132
81.9,285,52,83,306,56,102,180,10,385,128
81.95,285,52,83,286,54,95,180,9,291,120
82,285,52,83,276,53,91,174,12,262,117
82.05,285,52,83,256,51,83,158,14,215,111
82.1,285,52,83,252,51,82,124,14,208,105
82.15,285,52,84,250,51,81,83,11,204,105
82.2,285,53,84,243,50,78,63,9,193,100
82.25,285,52,84,255,51,83,45,7,212,100
82.3,286,52,84,255,51,83,41,8,213,102
82.35,286,52,83,267,52,87,36,7,238,101
82.4,286,52,84,272,53,89,28,6,249,102
82.45,286,52,84,290,54,96,19,4,307,110
82.5,287,52,85,299,55,99,12,3,342,112
82.55,287,52,85,313,57,105,14,3,429,117
82.6,287,52,85,322,58,109,16,3,508,125
82.65,287,53,86,331,59,111,23,5,611,140
82.7,287,53,86,338,59,115,34,6,757,142
82.75,287,53,86,340,60,115,51,7,800,154
82.8,288,53,87,340,60,115,67,8,800,155
82.85,287,53,86,340,60,115,94,9,796,156
82.9,288,53,87,340,60,115,136,17,765,155
82.95,288,53,87,332,59,112,180,21,627,149
83,288,53,87,326,58,110,180,22,527,142
83.05,288,53,87,320,58,108,180,22,469,136
83.1,288,53,87,303,56,101,179,22,355,126
83.15,288,53,87,289,54,96,180,23,295,116
83.2,288,53,87,265,52,86,173,23,231,109
83.25,288,53,87,254,51,82,158,24,208,105
83.3,288,53,87,245,50,79,127,24,194,104
83.35,288,53,86,239,49,77,84,18,185,101
83.4,288,53,86,235,49,75,58,17,180,99
83.45,288,54,87,236,49,75,45,15,181,98
83.5,289,54,89,245,50,78,33,13,193,98
83.55,289,54,90,251,50,80,25,9,203,98
83.6,289,54,90,262,51,85,22,10,223,98
83.65,289,55,90,269,52,87,23,9,237,97
83.7,289,55,90,282,53,92,21,7,268,101
83.75,289,54,89,291,54,96,24,7,299,104
83.8,289,54,89,301,55,99,24,6,333,109
83.85,289,54,88,312,57,104,26,7,395,122
83.9,290,54,88,320,57,107,29,7,441,126
83.95,290,54,88,329,58,110,38,7,525,141
84,290,54,88,336,59,113,45,6,611,153
84.05,291,54,88,340,59,114,59,6,679,170
84.1,291,53,88,344,60,115,81,8,758,174
84.15,291,53,88,345,60,116,115,8,774,182
84.2,291,53,88,345,60,116,151,9,777,188
84.25,291,53,88,342,60,115,180,11,709,180
84.3,291,53,88,339,59,113,180,11,658,176
84.35,292,54,88,334,59,111,179,11,572,166
84.4,292,53,88,329,58,109,180,13,514,160
84.45,292,53,88,327,58,108,180,14,494,151
84.5,292,53,88,316,57,104,180,15,408,142
84.55,292,54,88,308,56,101,177,15,359,145
84.6,292,53,88,290,54,94,172,21,286,130
84.65,292,53,88,280,53,91,169,20,259,120
84.7,293,54,89,262,51,84,152,19,217,116
84.75,293,53,88,249,50,79,131,20,196,108
84.8,293,54,89,241,49,77,103,16,185,106
84.85,293,53,88,232,48,73,79,14,173,104
84.9,293,53,88,243,50,77,60,12,187,102
84.95,293,53,88,249,50,80,34,10,195,102
85,294,53,88,262,51,84,22,9,217,104
85.05,294,53,88,265,52,86,22,7,221,102
85.1,294,53,88,279,53,91,22,6,252,103
85.15,294,54,89,287,54,94,21,7,271,102
85.2,294,53,89,296,55,97,23,8,299,103
85.25,294,53,88,311,56,103,27,10,360,106
85.3,294,54,89,315,57,104,29,11,380,104
85.35,294,54,90,330,58,110,34,14,488,105
85.4,294,54,90,334,59,112,38,14,521,107
85.45,295,54,91,343,60,115,56,16,643,122
85.5,295,54,91,342,60,115,82,18,618,126
85.55,296,54,91,347,60,116,99,18,703,133
85.6,296,54,92,348,60,117,132,21,702,137
85.65,296,54,92,341,59,114,180,25,596,135
85.7,296,54,92,338,59,113,180,25,555,138
85.75,296,54,92,327,58,109,179,26,453,124
85.8,296,54,92,328,58,109,180,28,462,125
85.85,296,54,92,306,56,101,179,29,334,119
85.9,296,54,92,298,55,98,179,29,303,111
85.95,297,54,92,280,53,91,172,25,250,105
86,297,54,92,273,53,88,149,24,234,103
86.05,297,55,92,265,52,85,132,25,218,102
86.1,297,55,93,261,51,84,105,24,211,102
86.15,297,55,93,268,52,86,85,24,224,105
86.2,297,55,93,265,52,85,62,18,217,105
86.25,297,55,93,278,53,90,46,15,244,107
86.3,297,55,94,275,53,88,49,15,236,106
86.35,297,55,94,293,54,95,36,11,283,108
86.4,298,55,94,290,54,94,36,11,273,112
86.45,297,55,94,307,56,101,37,10,328,120
86.5,298,55,94,310,56,102,41,10,343,120
86.55,298,55,93,321,57,106,41,8,394,126
86.6,298,55,93,326,58,107,52,10,425,132
86.65,298,55,93,328,58,108,67,11,438,136
86.7,298,55,94,334,59,110,83,11,490,144
86.75,299,55,94,331,58,110,108,13,462,148
86.8,299,55,94,334,58,110,133,13,481,153
86.85,299,55,94,320,57,105,162,14,384,141
86.9,299,55,94,312,56,102,175,12,346,133
86.95,299,55,94,297,55,97,179,14,291,123
87,299,55,94,284,54,92,169,14,252,116
87.05,299,55,94,264,52,85,154,14,212,110
87.1,299,55,94,253,51,81,132,13,196,108
87.15,299,55,94,255,51,82,101,14,199,106
87.2,300,55,94,243,49,77,74,12,182,102
87.25,300,55,95,255,51,81,51,11,198,103
87.3,300,55,94,251,50,80,39,10,192,103
87.35,300,55,94,261,51,84,32,10,206,102
87.4,300,55,95,261,51,84,27,8,207,101
87.45,300,55,95,272,53,88,25,6,224,109
87.5,301,56,97,279,53,90,23,6,237,110
87.55,302,56,97,287,54,94,22,6,254,114
87.6,302,56,97,297,55,97,25,7,280,118
87.65,302,56,97,305,56,101,30,10,304,118
87.7,302,56,97,319,57,106,32,10,361,131
87.75,302,56,97,324,58,108,37,9,384,131
87.8,302,56,98,338,59,113,42,9,474,145
87.85,303,56,98,340,60,114,50,9,489,151
87.9,303,56,98,348,61,117,64,10,568,155
87.95,303,56,98,348,61,117,83,10,564,167
88,303,56,98,350,61,118,111,12,588,166
88.05,303,56,98,345,60,116,140,13,525,162
88.1,304,56,98,336,59,113,177,13,450,154
88.15,304,56,98,323,58,107,179,13,370,146
88.2,304,56,98,306,56,102,180,12,303,139
88.25,304,56,98,296,55,97,166,13,272,132
88.3,304,57,99,280,53,91,156,14,236,127
88.35,304,56,99,275,53,89,131,16,226,124
88.4,304,56,99,272,52,88,94,17,220,120
88.45,305,57,99,271,53,88,72,18,218,120
88.5,305,57,100,267,52,86,58,16,212,118
88.55,305,57,99,266,52,86,43,13,209,115
88.6,305,57,99,277,53,90,39,13,227,116
88.65,305,57,99,283,54,93,39,13,238,114
88.7,305,56,99,297,55,98,34,10,270,116
88.75,305,56,98,310,57,103,25,7,309,119
88.8,305,56,98,325,58,108,19,6,365,121
88.85,305,56,97,333,59,112,26,7,404,124
88.9,305,56,97,343,60,116,29,7,473,126
88.95,305,56,97,351,61,119,35,7,549,134
89,306,56,97,356,61,121,54,10,594,140
89.05,307,56,96,358,62,122,79,11,630,154
89.1,307,56,96,357,61,121,115,15,604,152
89.15,307,56,97,353,61,120,157,21,559,157
89.2,307,56,97,338,59,114,180,25,425,154
89.25,307,56,96,329,59,110,180,24,375,144
89.3,307,56,96,307,56,102,179,24,292,135
89.35,307,55,96,296,55,98,166,23,262,130
89.4,307,55,96,277,53,90,152,23,224,122
89.45,307,55,96,266,52,86,126,21,206,114
89.5,307,55,96,266,52,87,104,20,207,110
89.55,307,56,96,263,52,85,75,17,202,108
89.6,307,56,97,270,53,87,54,16,212,106
89.65,307,55,95,268,52,87,47,14,209,106
89.7,308,55,95,270,53,88,42,14,213,104
89.75,307,55,94,278,53,90,33,13,226,106
89.8,307,55,94,288,55,95,32,13,245,107
89.85,307,55,94,301,56,99,26,12,273,113
89.9,308,55,94,306,57,102,37,10,288,110
89.95,308,55,94,317,58,105,38,9,322,112
90,308,55,94,318,58,106,41,8,324,112
90.05,308,55,94,329,59,110,41,7,371,113
90.1,308,55,93,331,59,110,50,7,380,113
90.15,308,55,94,340,60,114,59,7,427,114
90.2,308,55,94,345,60,115,67,7,458,119
90.25,308,55,94,346,61,116,82,12,470,120
90.3,309,55,94,347,60,116,100,13,476,117
90.35,309,55,94,341,60,114,118,14,432,120
90.4,309,55,94,336,60,112,147,15,403,119
90.45,309,55,94,318,58,105,168,16,323,114
90.5,309,55,94,307,57,101,174,16,286,110
90.55,309,55,94,288,54,93,174,20,242,107
90.6,309,55,94,275,53,89,160,22,218,104
90.65,309,55,94,262,52,84,128,18,200,104
90.7,309,55,94,252,51,81,97,17,186,99
90.75,309,55,94,247,50,79,77,14,180,98
90.8,309,55,94,237,49,75,56,11,170,99
90.85,310,55,94,252,51,81,42,8,186,101
90.9,310,55,94,251,51,80,30,7,185,101
90.95,310,55,94,268,53,87,22,6,206,105
91,311,55,94,264,52,85,21,6,201,104
91.05,310,55,94,286,54,93,19,6,235,105
91.1,310,55,94,291,55,95,19,6,246,108
91.15,311,55,94,305,57,101,20,6,278,112
91.2,311,55,94,318,58,106,22,7,315,117
91.25,311,55,94,326,59,109,23,7,345,125
91.3,311,55,94,343,61,115,23,7,429,130
91.35,312,55,94,348,61,117,29,7,458,139
91.4,312,55,94,361,63,122,38,6,576,147
91.45,313,55,94,361,62,121,52,6,579,150
91.5,313,55,95,371,63,125,71,6,693,165
91.55,313,55,95,366,63,123,108,8,638,159
91.6,314,55,95,364,63,123,149,9,597,168
91.65,314,55,95,352,61,118,180,11,484,153
91.7,314,55,95,338,60,112,180,12,390,145
91.75,314,55,95,326,58,108,180,13,337,138
91.8,314,55,95,295,55,96,176,15,251,121
91.85,314,55,95,273,53,88,167,22,211,112
91.9,314,55,95,256,51,82,143,25,189,108
91.95,314,55,95,243,50,77,104,21,174,101
92,314,55,95,241,50,77,63,19,172,101
92.05,314,55,95,245,50,78,35,14,176,102
92.1,314,55,94,254,51,82,20,9,186,102
92.15,314,55,95,260,52,84,17,8,193,104
92.2,314,55,95,275,54,90,17,8,213,106
92.25,314,55,95,288,55,94,15,6,233,108
92.3,314,55,94,303,57,100,13,5,265,109
92.35,314,54,94,313,58,104,14,3,287,110
92.4,314,55,94,325,59,109,20,3,326,115
92.45,314,54,94,333,60,112,24,3,356,116
92.5,315,55,95,344,61,116,26,3,405,122
92.55,316,55,95,350,62,119,37,3,441,131
92.6,316,55,95,352,62,120,55,4,451,130
92.65,316,55,96,357,63,121,70,6,490,147
92.7,316,55,96,353,62,120,90,7,453,140
92.75,317,55,96,349,62,119,118,12,429,134
92.8,317,55,96,336,60,114,137,14,362,135
92.85,317,55,96,312,58,105,159,15,282,124
92.9,317,55,96,291,55,97,168,15,237,117
92.95,317,55,96,279,54,92,150,17,216,111
93,317,55,96,244,50,78,119,15,174,105
93.05,317,55,96,233,49,74,86,12,164,101
93.1,317,55,96,227,48,72,53,9,159,102
93.15,317,55,95,232,49,74,33,5,163,100
93.2,317,55,95,242,50,78,17,3,172,100
93.25,317,55,96,244,50,79,13,3,174,100
93.3,318,56,97,267,53,87,6,2,199,104
93.35,318,56,96,277,54,91,3,2,213,105
93.4,317,55,98,302,56,101,1,1,256,109
93.45,317,55,98,316,58,106,1,1,290,115
93.5,318,55,98,335,60,114,2,1,350,120
93.55,318,55,98,353,62,120,3,1,438,133
93.6,318,55,98,365,63,126,3,1,522,139
93.65,318,55,99,380,65,131,5,1,707,174
93.7,319,55,99,386,66,134,8,1,800,191
93.75,320,56,100,386,66,134,18,2,800,195
93.8,321,56,101,386,66,135,42,5,791,196
93.85,322,56,101,387,66,136,74,9,799,190
93.9,322,56,101,385,66,135,116,13,748,190
93.95,322,56,101,379,65,134,174,19,652,171
94,322,56,101,365,64,128,180,19,507,161
94.05,322,56,101,348,62,121,180,21,393,155
94.1,322,56,101,324,59,111,179,21,306,133
94.15,322,56,101,288,55,97,171,20,227,121
94.2,322,56,101,272,53,90,139,15,203,112
94.25,322,56,101,255,51,83,104,12,183,107
94.3,322,56,101,263,52,87,55,11,192,108
94.35,323,56,101,256,51,84,40,11,184,106
94.4,324,56,101,268,53,88,26,10,197,108
94.45,324,56,101,273,53,91,24,9,204,106
94.5,324,56,102,273,53,90,20,9,203,106
94.55,324,56,102,282,54,94,23,9,215,107
94.6,324,56,102,288,55,96,23,8,225,106
94.65,324,56,101,313,58,106,20,6,272,111
94.7,324,56,101,319,58,109,18,6,287,116
94.75,325,56,101,338,60,116,20,5,344,120
94.8,325,56,102,345,61,119,23,5,372,125
94.85,325,56,102,358,62,124,25,5,436,134
94.9,325,56,102,367,63,128,37,6,496,149
94.95,325,57,102,372,64,130,47,7,533,158
95,326,56,102,382,65,134,64,9,631,174
95.05,326,57,102,378,65,132,88,13,592,172
95.1,326,57,102,379,65,133,127,25,599,173
95.15,326,56,102,356,62,123,175,31,416,162
95.2,326,56,102,341,60,117,180,32,348,148
95.25,326,56,102,313,57,106,179,33,268,141
95.3,327,56,102,287,55,96,161,29,220,128
95.35,327,56,102,269,53,89,134,22,197,126
95.4,327,56,102,263,52,87,102,18,190,119
95.45,327,57,102,263,52,86,65,14,189,116
95.5,328,57,103,255,51,83,47,14,181,113
95.55,328,57,103,280,54,93,27,11,210,115
95.6,329,57,103,278,54,92,20,8,207,113
95.65,329,57,103,307,57,104,14,7,254,116
95.7,329,57,103,309,57,105,13,6,258,116
95.75,329,57,104,336,60,115,11,5,325,120
95.8,330,57,104,344,61,118,14,5,355,122
95.85,330,57,104,359,62,124,17,5,418,125
95.9,330,57,104,374,64,130,19,5,519,133
95.95,330,57,104,379,64,132,22,5,558,136
96,331,57,105,392,66,137,38,5,726,157
96.05,331,57,105,390,66,136,61,6,687,155
96.1,331,57,105,397,66,139,96,12,797,161
96.15,332,57,105,387,65,135,147,20,644,160
96.2,332,57,105,386,65,134,180,24,619,155
96.25,332,57,105,368,63,127,180,24,463,147
96.3,332,57,105,350,61,120,179,25,369,133
96.35,332,57,105,326,59,111,178,25,292,128
96.4,332,57,105,294,55,98,170,23,228,120
96.45,332,57,105,288,54,96,143,19,218,117
96.5,332,57,105,269,53,88,110,15,194,113
96.55,332,57,105,279,54,92,73,12,206,112
96.6,332,57,105,268,52,88,46,8,193,110
96.65,332,57,104,284,54,94,33,7,212,112
96.7,333,57,104,287,54,95,27,7,217,111
96.75,333,57,104,303,56,102,26,5,242,112
96.8,333,57,105,316,58,107,21,5,267,115
96.85,333,57,105,328,59,111,18,5,293,119
96.9,333,58,105,349,61,120,20,5,360,125
96.95,334,57,105,347,61,119,25,7,351,126
97,334,57,105,371,63,128,29,7,470,129
97.05,334,57,105,372,63,129,38,9,476,130
97.1,335,57,105,387,65,134,51,11,596,136
97.15,335,57,105,385,65,134,74,12,581,137
97.2,335,58,106,389,65,135,99,15,621,148
97.25,336,57,105,382,64,132,138,14,547,152
97.3,336,57,106,367,63,127,180,22,438,147
97.35,336,57,106,356,62,122,180,23,382,136
97.4,336,58,106,329,59,112,180,23,292,129
97.45,336,58,106,313,57,105,172,23,257,125
97.5,336,58,106,278,53,92,156,22,203,116
97.55,336,58,106,279,54,92,125,20,204,114
97.6,336,58,106,266,52,87,79,16,190,114
97.65,336,57,105,276,53,91,51,13,200,114
97.7,336,57,106,277,53,92,39,13,202,114
97.75,337,58,106,283,54,94,34,11,209,115
97.8,336,57,105,288,55,96,28,9,215,113
97.85,336,58,106,294,55,99,23,6,224,111
97.9,336,58,106,316,58,107,22,7,262,115
97.95,336,58,106,320,58,109,18,7,269,116
98,337,57,106,346,61,119,13,3,337,122
98.05,337,58,106,353,62,122,15,5,364,124
98.1,336,58,107,373,64,130,16,5,454,134
98.15,337,58,107,382,64,133,23,6,520,142
98.2,336,58,107,391,66,137,35,7,597,144
98.25,337,58,107,396,66,139,55,7,654,154
98.3,338,58,107,397,66,139,78,9,664,155
98.35,338,58,107,394,66,138,127,18,635,152
98.4,338,58,107,372,64,130,180,18,450,143
98.45,338,58,107,356,62,123,180,18,371,139
98.5,338,58,107,330,59,113,180,17,291,131
98.55,338,58,107,313,57,106,175,18,253,125
98.6,338,58,108,287,55,96,160,24,213,121
98.65,339,58,107,285,54,95,129,22,210,116
98.7,339,58,108,276,53,91,81,20,199,118
98.75,339,58,108,274,53,91,54,17,197,113
98.8,339,58,108,275,53,91,38,15,198,110
98.85,340,58,108,277,53,92,28,11,200,110
98.9,340,58,108,295,55,99,24,10,223,110
98.95,341,58,108,300,56,101,19,7,231,110
99,342,58,108,320,58,109,20,7,265,114
99.05,342,58,108,331,59,113,19,5,290,113
99.1,342,58,108,349,61,121,18,5,341,115
99.15,342,58,108,367,63,127,14,5,409,117
99.2,342,58,109,379,64,132,12,4,480,119
99.25,342,58,107,395,66,139,15,4,612,125
99.3,342,58,108,402,67,142,22,4,698,136
99.35,343,58,108,409,68,144,28,4,800,141
99.4,344,58,107,408,67,144,54,5,796,151
99.45,344,57,107,408,67,144,89,6,793,155
99.5,344,58,107,403,67,141,136,7,716,150
99.55,345,58,108,395,66,138,180,8,607,144
99.6,345,58,108,375,64,130,180,9,454,137
99.65,345,58,108,353,61,122,180,11,350,132
99.7,345,58,108,328,59,112,180,11,279,124
99.75,345,58,108,298,56,100,175,12,225,121
99.8,345,58,108,275,53,91,139,14,196,113
99.85,346,58,108,263,52,86,102,15,184,108
99.9,346,58,108,259,52,85,69,10,180,108
99.95,345,58,107,259,52,84,40,7,180,106
100,345,57,107,268,53,88,21,6,189,106
100.05,345,57,107,280,54,93,17,6,202,106
100.1,347,57,107,291,55,97,12,5,216,108
100.15,347,58,108,315,58,106,6,4,252,110
100.2,352,57,107,326,59,111,2,2,274,111
100.25,352,57,107,350,61,120,2,2,337,113
100.3,354,57,107,364,63,126,2,1,387,115
100.35,354,57,107,384,65,134,2,1,498,121
100.4,354,57,107,398,66,139,2,1,615,127
100.45,354,57,107,411,68,144,2,1,788,133
100.5,354,57,108,411,68,144,3,1,800,133
100.55,354,57,108,411,68,144,7,1,800,134
100.6,355,57,108,412,68,144,17,1,800,131
100.65,356,57,108,411,68,144,31,3,800,135
100.7,356,57,108,412,68,144,45,6,800,136
100.75,356,57,109,412,68,144,63,16,798,134
100.8,357,57,109,412,68,144,81,18,798,132
100.85,357,57,109,412,67,144,120,20,793,136
100.9,357,57,109,411,68,143,168,23,786,145
100.95,357,57,109,407,67,141,180,22,711,139
101,357,57,109,401,66,139,180,22,637,146
101.05,357,57,109,397,66,138,180,23,588,144
101.1,357,57,109,386,65,134,180,23,505,151
101.15,357,57,109,384,64,133,180,23,482,149
101.2,357,57,109,375,63,129,180,23,432,141
101.25,357,57,109,364,62,125,177,25,382,141
101.3,358,57,109,353,61,120,174,24,341,131
101.35,358,58,110,327,58,110,176,24,272,124
101.4,358,58,110,318,57,107,170,24,254,121
101.45,358,58,110,312,57,105,143,24,245,120
101.5,358,58,110,312,57,105,112,22,244,119
101.55,358,58,110,317,57,107,83,19,253,126
101.6,358,57,110,331,59,112,65,15,279,126
101.65,358,57,110,338,59,115,59,15,296,129
101.7,359,57,110,344,60,117,49,14,311,130
101.75,359,57,110,356,61,122,45,12,348,134
101.8,359,57,110,360,62,124,45,12,360,136
101.85,359,58,110,374,63,129,52,14,417,138
101.9,359,58,110,380,64,131,54,14,446,139
101.95,360,58,110,388,65,134,62,14,495,145
102,360,58,111,395,65,137,73,14,553,150
102.05,360,58,111,399,66,139,88,14,580,157
102.1,360,58,111,396,66,138,124,14,555,156
102.15,361,58,111,387,64,134,154,17,485,155
102.2,361,58,111,380,64,131,180,18,443,149
102.25,361,58,111,366,62,126,178,18,378,144
102.3,361,58,111,355,61,121,180,20,339,140
102.35,361,58,111,338,59,115,174,25,292,135
102.4,361,58,111,334,59,113,164,26,282,136
102.45,362,58,111,323,58,109,142,24,260,131
102.5,362,58,111,312,57,105,126,24,241,126
102.55,362,58,111,312,57,105,94,19,241,126
102.6,362,58,112,312,56,105,75,18,240,124
102.65,362,58,112,325,58,110,57,13,264,124
102.7,363,58,112,326,58,110,46,10,265,127
102.75,363,58,111,347,60,118,43,10,311,129
102.8,363,58,111,349,60,119,38,10,317,129
102.85,363,58,112,370,62,127,35,10,387,140
102.9,363,58,112,374,63,128,38,12,403,144
102.95,363,58,112,390,64,135,36,13,489,149
103,364,58,112,398,65,138,43,13,550,159
103.05,364,58,113,406,66,141,54,15,614,164
103.1,364,58,113,413,67,144,68,15,703,192
103.15,365,58,113,415,67,144,87,17,726,211
103.2,365,58,113,420,67,146,122,22,790,226
103.25,366,58,113,409,66,142,173,33,643,211
103.3,366,58,113,403,66,140,180,33,577,207
103.35,366,58,113,387,64,134,180,33,466,191
103.4,366,58,113,375,63,129,178,33,402,171
103.45,366,58,113,356,61,122,174,32,334,159
103.5,366,58,113,336,59,114,173,29,282,146
103.55,366,58,113,324,58,109,162,27,259,139
103.6,366,58,113,306,56,102,139,23,229,131
103.65,366,58,113,302,56,101,106,19,224,127
103.7,366,58,113,287,54,95,85,17,205,125
103.75,366,58,113,294,55,98,60,14,214,123
103.8,366,58,113,294,55,98,50,13,214,121
103.85,366,58,112,303,56,101,38,12,225,124
103.9,366,58,113,311,57,104,29,10,236,125
103.95,366,58,113,318,58,107,26,8,247,126
104,366,58,112,331,59,112,23,6,271,127
104.05,366,58,112,338,60,115,21,6,285,131
104.1,366,58,112,362,62,124,20,5,348,133
104.15,366,58,112,371,63,128,24,5,381,139
104.2,366,58,112,389,65,135,26,5,466,145
104.25,367,58,112,398,66,138,32,6,519,149
104.3,367,57,111,407,67,141,38,6,587,163
104.35,368,57,112,414,67,144,55,6,660,173
104.4,368,57,112,415,68,145,78,6,674,185
104.45,369,57,112,421,68,147,107,7,747,194
104.5,369,58,112,413,67,144,155,7,642,203
104.55,369,58,112,410,67,143,180,7,609,188
104.6,369,58,112,400,66,139,180,7,522,187
104.65,369,58,112,395,65,137,180,7,489,175
104.7,369,58,112,381,64,131,180,8,410,170
104.75,370,58,112,369,63,127,179,9,364,167
104.8,369,58,112,349,61,119,177,8,306,156
104.85,370,58,112,321,58,108,176,10,250,142
104.9,370,58,112,328,58,111,152,9,262,138
104.95,370,58,112,322,58,109,130,12,251,133
105,370,58,112,330,58,112,87,10,264,135
105.05,370,58,113,326,58,110,70,11,257,135
105.1,370,58,113,338,59,115,52,8,279,135
105.15,370,58,113,352,61,120,41,11,311,133
105.2,371,58,113,356,61,122,38,12,323,133
105.25,370,58,113,380,64,131,31,11,405,142
105.3,370,58,113,384,64,132,35,11,419,140
105.35,370,58,113,402,66,139,39,13,522,145
105.4,371,58,113,405,67,141,49,14,547,147
105.45,371,58,113,415,67,145,61,17,641,150
105.5,372,58,113,420,68,146,85,17,692,153
105.55,372,58,113,417,68,146,118,19,663,158
105.6,372,58,113,415,68,145,161,21,638,160
105.65,372,58,113,399,66,138,180,23,503,155
105.7,372,58,113,395,66,137,180,23,473,153
105.75,372,58,114,367,63,126,180,24,354,144
105.8,373,58,114,352,61,120,178,25,309,139
105.85,373,58,114,325,59,110,171,25,255,130
105.9,373,58,114,315,57,106,157,22,239,127
105.95,373,58,114,301,56,100,125,21,219,123
106,373,58,113,296,55,98,99,19,213,122
106.05,373,58,113,308,56,103,61,12,228,123
106.1,373,59,114,308,57,103,34,10,228,125
106.15,373,59,114,328,59,111,23,10,259,127
106.2,373,59,114,327,59,111,26,10,258,126
106.25,374,59,114,350,61,119,23,7,303,129
106.3,375,59,114,351,61,120,23,6,307,130
106.35,376,59,114,372,63,127,28,6,367,130
106.4,376,59,114,380,64,130,29,5,396,131
106.45,377,59,113,395,65,136,27,5,466,140
106.5,377,59,113,408,67,141,31,5,552,145
106.55,378,59,113,415,68,144,39,5,615,150
106.6,378,59,113,429,69,149,48,5,781,154
106.65,379,59,113,429,69,149,70,7,783,163
106.7,379,59,113,430,69,150,114,10,795,168
106.75,380,59,113,413,68,143,176,15,592,162
106.8,380,59,113,394,66,136,180,15,456,160
106.85,380,59,113,374,64,128,180,15,368,151
106.9,380,59,114,329,59,111,180,16,259,140
106.95,380,59,114,310,57,104,173,19,229,134
107,380,59,114,285,54,94,140,20,199,127
107.05,379,59,113,293,55,98,92,18,208,128
107.1,379,59,114,281,54,93,66,16,195,123
107.15,380,59,113,280,54,92,43,12,194,120
107.2,380,59,114,281,54,93,30,10,195,120
107.25,380,59,113,290,55,96,22,9,204,123
107.3,380,59,114,303,56,101,12,7,219,122
107.35,380,59,114,314,57,106,8,4,233,122
107.4,380,59,115,334,59,113,9,4,264,125
107.45,380,60,116,346,60,118,8,3,287,129
107.5,380,60,116,371,63,128,8,3,351,135
107.55,380,60,116,384,64,132,9,3,394,139
107.6,381,60,116,406,67,141,7,3,506,145
107.65,381,60,116,420,68,146,8,3,610,156
107.7,381,60,117,434,70,152,11,3,773,171
107.75,381,60,117,436,70,152,16,3,800,171
107.8,381,60,117,436,70,152,22,3,800,174
107.85,381,60,117,436,70,153,26,4,800,175
107.9,382,60,118,436,70,152,37,4,799,179
107.95,382,60,118,436,70,153,49,4,800,178
108,382,60,119,436,70,152,69,5,800,176
108.05,383,60,119,436,70,152,102,6,787,183
108.1,383,60,119,432,69,151,151,9,739,189
108.15,383,60,119,422,68,147,180,9,617,178
108.2,383,60,119,408,67,142,180,9,505,169
108.25,383,60,119,386,65,133,178,10,397,162
108.3,383,60,119,377,64,130,180,12,364,162
108.35,383,60,119,361,62,124,180,16,317,145
108.4,383,60,119,344,61,117,176,18,280,139
108.45,383,60,119,322,58,109,158,21,242,133
108.5,384,61,119,304,56,102,135,19,218,128
108.55,384,61,119,303,56,101,105,15,217,128
108.6,384,61,119,301,56,101,70,13,214,123
108.65,384,61,119,308,57,104,43,11,223,122
108.7,384,60,119,316,58,107,34,10,233,122
108.75,384,60,119,332,59,113,30,9,256,124
108.8,384,61,119,337,60,115,28,8,264,126
108.85,384,60,119,346,61,118,26,8,281,127
108.9,385,60,119,359,62,123,30,8,310,130
108.95,385,60,119,370,63,128,26,8,337,132
109,385,61,119,386,65,134,30,10,390,134
109.05,386,60,119,395,66,137,28,9,422,141
109.1,386,61,120,411,67,143,35,9,507,153
109.15,386,61,120,416,68,146,47,11,539,156
